iata_code,airport_name,city_name,country_name
PPI,Port Pirie,Port Pirie,Australia
PPJ,Pulau Panjang,Pulau Panjang,Indonesia
PPO,Powell Point,Powell Point,The Bahamas
PPR,Pasir Pangarayan,Pasir Pangarayan,Indonesia
PPU,Papun,Papun,Myanmar
PMD,La Palmdale,La Palmdale,United States
PMF,Giuseppe Verdi,Milan,Italy
PMG,Ponta Pora,Pontapora,Brazil
PMK,Palm Island,Palm Island,Australia
PML,Afs Airport,Portmoller,United States
PMO,Punta Raisi,Palermo,Italy
PMR,Palmerston North,Palmerstonnorth,New Zealand
PMS,Palmyra,Palmyra,Syria
PMV,Del Caribe International Gen. Santiago Marino,Porlamar,Venezuela
PMW,Palmas,Palmas,Brazil
PMY,El Tehuelche,Puertomadryn,Argentina
PMZ,Palmar Sur,Palmar,Costa Rica
PNB,Porto Nacional,Porto Nacional,Brazil
PNC,Ponca City,Ponca,United States
PNE,Philadelphia,Philadelphia,United States
PNH,Phnom Penh International,Phnompenh,Cambodia
PNK,Supadio,Pontianak,Indonesia
PNL,Pantelleria,Pantelleria,Italy
PNP,Girua,Popondetta,Papua New Guinea
PNR,Pointe Noire,Pointenoire,Congo
PNS,Pensacola,Pensacola,United States
PNT,Teniente J. Gallardo,Teniente J. Gallardo,Chile
PNV,Panevezys,Panevezys,Lithuania
PNZ,Petrolina,Petrolina,Brazil
POA,Salgado Filho,Portoalegre,Brazil
POC,Brackett Field,La Vernе,United States
POF,Earl Fields Memorial,Poplarbluff,United States
POG,Port Gentil,Portgentil,Gabon
POJ,Patos De Minas,Patos De Minas,Brazil
POL,Porto Amelia,Pemba,Mozambique
POM,Jackson Fld,Portmoresby,Papua New Guinea
POP,La Union,Puertoplata,Dominican Republic
POS,Piarco International,Portofspain,Trinidad and Tobago
POT,Ken Jones,Portantonio,Jamaica
POW,Portoroz,Portoroz,Solomon Islands
POZ,Lawica,Poznan,Poland
PPC,Prospect Creek,Prospectcreek,United States
PPE,Puerto Penasco,Puertopenasco,Mexico
PPG,Pago Pago,Pagopago,American Samoa
PPK,Petropavlovsk,Petropavlovsk,Kazakhstan
PPL,Phaplu,Phaplu,Nepal
PPN,Machangara,Popayan,Colombia
PPP,Whitsunday Coast,Proserpine,Australia
PPQ,Paraparaumu,Paraparaumu,New Zealand
PPS,Puerto Princesa,Puertoprincesa,Philippines
PPT,Faa'a,Papeete,French Polynesia
PND,Punta Gorda,Punta Gorda,Belize
PPV,Port Protection,Portprotection,United States
PPY,Pouso Alegre,Pouso Alegre,Brazil
PPZ,Puerto Paez,Puertopaez,Venezuela
PQM,Palenque,Palenque,Mexico
PRB,Paso Robles,Pasorobles,United States
PRD,Pardoo,Pardoo,Australia
PRE,Pore,Pore,Colombia
PRF,Port Johnson,Portjohnson,United States
PRH,Phrae,Phrae,Thailand
PRJ,Capri,Capri,Italy
PRK,Prieska,Prieska,South Africa
PRL,Port Oceanic,Portoceanic,United States
PRO,Perry Municipal,Perry Municipal,United States
PRR,Paruima,Paruima,Guyana
PRS,Parasi,Parasi,Solomon Islands
PRW,Prentice,Prentice,United States
PRX,Cox Field,Paris,United States
PSB,Bellefonte,Philipsburg,United States
PSF,Pittsfield,Pittsfield,United States
PSK,New River Valley,Pulaski Dublin,United States
PSN,Palestine,Palestine,United States
PST,Preston,Preston,Cuba
PSW,Passos,Passos,Brazil
PTC,Port Alice,Portalice,United States
PTD,Port Alexander,Portalexander,United States
PTE,Port Stephens,Port Stephens,Australia
PTI,Port Douglas,Port Douglas,Australia
PTL,Port Armstrong,Port Armstrong,United States
PTN,Williams Memorial,Morgan,United States
PTO,Pato Branco Municipal,Patobranco,Brazil
PTQ,Porto de Moz,Porto de Moz,Brazil
PTR,Pleasant Harbour,Pleasant Harbor,United States
PTS,Pittsburg Municipal,Pittsburg Municipal,United States
PTT,Pratt,Pratt,United States
PTV,Porterville,Porterville,United States
PTW,Pottstown,Pottstown,United States
PUA,Puas,Puas,Papua New Guinea
PUH,Pochutla,Pochutla,Mexico
PUI,Pureni,Pureni,Papua New Guinea
PUK,Pukarua,Pukarua,French Polynesia
PQI,Presque Isle Municipal,Presqueisle,United States
PQQ,Port Macquarie,Portmacquarie,Australia
PRA,Parana,Parana,Argentina
PRG,Ruzyne,Prague,Czech Republic
PRI,Praslin Island,Praslinisland,Seychelles
PRM,Portimao,Portimao,Portugal
PRP,Propriano,Propriano,France
PRU,Prome,Prome,Myanmar
PRV,Prerov,Prerov,Czech Republic
PRY,Wonderboom Apt.,Pretoria,South Africa
PRZ,Prineville,Prineville,United States
PSA,Galileo Galilei,Pisa,Italy
PSD,Port Said,Portsaid,Egypt
PSE,Mercedita,Ponce,Puerto Rico
PSG,Petersburg James A Johnson,Petersburg,United States
PSH,St. Peter,Saintpeterording,Germany
PSI,Pasni,Pasni,Pakistan
PSL,Perth,Perth,United Kingdom
PSM,Portsmouthpeaseintl Airport,Boston,United States
PSO,Cano,Pasto,Colombia
PSP,Palm Springs Municipal,Palmsprings,United States
PSS,Posadas,Posadas,Argentina
PSU,Putussibau,Putussibau,Indonesia
PSX,Palacios,Palacios,United States
PSY,Port Stanley,Portstanley,Falkland Islands
PTA,Port Alsworth,Portalsworth,United States
PTB,Petersburg Municipal,Petersburg,United States
PTF,Malololailai,Malololailai,Fiji Islands
PTH,Port Heiden,Portheiden,United States
PTJ,Portland,Portland,Australia
PTK,Pontiac,Pontiac,United States
PTM,Palmarito,Palmarito,Venezuela
PTP,Le Raizet,Point a Pitre,Guadeloupe
PTU,Platinum,Platinum,United States
PTY,Tocumen International,Panama,Panama
PTZ,Pastaza,Pastaza,Ecuador
PUB,Pueblo,Pueblo,United States
PUC,Carbon County,Price,United States
PUE,Puerto Obaldia,Puertoobaldia,Panama
PUF,Pyrénées,Pau,France
PUG,Port Augusta,Port Augusta,Australia
PUJ,Punta Cana,Puntacana,Dominican Republic
PQS,Pilotstation,Pilotstation,United States
PUL,Poulsbo,Poulsbo,United States
PUN,Punia,Punia,Democratic Republic of the Congo
PUO,Prudhoe Bay,Prudhoebay,United States
PUP,Po,Po,Burkina Faso
PUT,Puttaprathe,Puttaparthi,India
PUV,Poum,Poum,New Caledonia
PUX,Puerto Varas,Puerto Varas,Chile
PVF,Placerville,Placerville,United States
PVI,Edu Chaves,Paranavai,Brazil
PVN,Pleven,Pleven,Bulgaria
PVW,County,Hale,United States
PVY,Pope Vanoy,Pope Vanoy,United States
PVZ,Casement,Painesville,United States
PWE,Pevek,Pevek,Russia
PWI,Beles,Pawi,Ethiopia
PWL,Purwokerto,Purwokerto,Indonesia
PWN,Pitts Town,Pitts Town,The Bahamas
PWO,Pweto,Pweto,Democratic Republic of the Congo
PWR,Port Walter,Port Walter,United States
PXL,Polacca,Polacca,United States
PXS,Puerto De Santa Maria,Puerto De Santa Maria,Spain
PYA,Puerto Boyaca,Puertoboyaca,Colombia
PYB,Jeypore,Jeypore,India
PYG,Pakyong Airport,Pakyong,India
PYN,Payan,Payan,Colombia
PYO,Putumayo,Putumayo,Ecuador
PYV,Yaviza,Yaviza,Panama
PYX,Pattaya,Pattaya,Thailand
PZA,Casanare,Pazdeariporo,Colombia
PZK,Puka Puka Island,Puka Puka Island,Cook Islands
PZL,Zulu Inyala,Phinda,South Africa
QAD,Pordenone,Pordenone,Italy
QAI,Aime,Aime,France
QAJ,Ajman,Ajman,United Arab Emirates
QAK,Barbacena,Barbacena,Brazil
QAL,Alessandria,Alessandria,Italy
QAM,Amiens,Amiens,France
QAR,Arnhem,Arnhem,Netherlands
QAX,Aba,Aba,Nigeria
QBA,Budva,Budva,Montenegro
QBE,Bega,Bega,Australia
QBI,Bitola,Bitola,North Macedonia
QBM,Bourg St Maurice,Bourg St Maurice,France
QBO,Bochum,Bochum,Germany
QBQ,Besancon,Besancon,France
QBV,Benevento,Benevento,Italy
QBW,Batemansbay,Batemansbay,Australia
QBX,Sobral,Sobral,Brazil
QCB,Chiba city,Chiba city,Japan
QCE,Busstation Airport,Coppermountain,United States
QCU,Heliport,Akunnaaq,Greenland
QCW,Wilton,Wilton,United States
QCX,Sao Caetano D Sul,Sao Caetano D Sul,Brazil
PUS,Gimhae,Busan,South Korea
PUU,Puerto Asis,Puertoasis,Colombia
PUW,Regional Airport,Pullman,United States
PUY,Pula,Pula,Croatia
PVA,Providencia,Providencia,Colombia
PVC,Provincetown,Provincetown,United States
PVD,T. F. Green Airport,Providence,United States
PVG,Pu Dong,Shanghai,China
PVK,Aktion,Prevezalefkada,Greece
PVO,Reales Tamarindos,Portoviejo,Ecuador
PVR,Licenciado Gustavo Díaz Ordaz International,Puertovallarta,Mexico
PVS,Provideniya,Provideniya,Russia
PVU,Provo,Provo,United States
PWK,Pal Waukee,Chicago,United States
PWM,Portland,Portland,United States
PWQ,Pavlodar,Pavlodar,Kazakhstan
PWT,Bremerton,Bremerton,United States
PXO,Porto Santo,Portosanto,Portugal
PXR,Surin,Surin,Thailand
PXU,Pleiku,Pleiku,Vietnam
PYE,Penrhyn Island,Penrhynisland,Cook Islands
PYH,Puerto Ayacucho,Puertoayacucho,Venezuela
PYJ,Polyarnyj,Polyarnyj,Russia
PYR,Andravida,Pyrgos,Greece
PZB,Oribi,Pietermaritzburg,South Africa
PZE,Penzance,Penzance,United Kingdom
PZH,Zhob,Zhob,Pakistan
PZO,Puerto Ordaz,Puertoordaz,Venezuela
PZU,Port Sudan,Portsudan,Sudan
PZY,Piestany,Piestany,Slovakia
QBC,Bella Coola,Bella Coola,Canada
PUM,Pomala,Pomala,Indonesia
PVE,El Porvenir,Elporvenir,Panama
QDI,Dornbirn,Dornbirn,Austria
QDM,Shek Mum,Shek Mum,Hong Kong S.A.R.
QDN,Eden,Eden,Australia
QDU,Duesseldorf,Duesseldorf,Germany
QDV,Jundiai,Jundiai,Brazil
QDW,Diadema,Diadema,Brazil
QDY,Andong,Andong,South Korea
QEV,Coubevoie,Coubevoie,France
QEW,Nottingham,Leicester,United Kingdom
QEX,Emmerich,Emmerich,Germany
QEY,Qeertarsuatsiaat,Qeertarsuatsiaat,Greenland
QFA,Aalsmeer,Aalsmeer,Netherlands
QFB,Freiburg,Freiburg,Germany
QFC,Creteil,Creteil,France
QFE,Benning,Benning,United States
QFI,Heliport,Iginniarfik,Greenland
QFK,Selje Harbour,Selje Harbour,Norway
QFQ,Maloy Harbour,Maloy Harbour,Norway
QFR,Frosinone,Frosinone,Italy
QFV,Bergen,Bergen,Norway
QFW,Fort Wahinngton,Fort Wahinngton,United States
QGB,Limeira,Limeira,Brazil
QGN,Tarragona,Tarragona,Spain
QGV,Neu Isenburg,Frankfurt,Germany
QGY,Per,Gyor,Hungary
QHA,Hasselt,Hasselt,Belgium
QHD,Heidelberg,Heidelberg,Germany
QHV,Novo Hamburgo,Novo Hamburgo,Brazil
QIJ,Gijon,Dalton,Spain
QIS,Mito,Mito,Japan
QIW,Umm Alquwain,Kjellerup,United Arab Emirates
QIZ,Bizerte,Bizerte,Tunisia
QJA,Jaraqua do Sul,Jaraqua do Sul,Brazil
QJC,Thimbi,Thimbu,Bhutan
QJD,Jindabyne,Jindabyne,Australia
QJG,Itilleq,Itilleq,Greenland
QJH,Qassumiut,Qassumiut,Greenland
QJM,Brusque,Brusque,Brazil
QJS,Saeby,Saeby,Denmark
QJU,Jullundur,Jullundur,India
QJX,Nong Khai,Nong Khai,Thailand
QJY,Kolobrzeg,Kolobrzeg,Poland
QJZ,Nantes,Nantes,France
QKA,Cachoeirinha,Cachoeirinha,Brazil
QKB,Busstation Airport,Breckenridge,United States
QKF,Krefeld,Krefeld,Germany
QKH,Kharian,Kharian,Pakistan
QKI,Kielce,Kielce,Poland
QKK,Karasjok,Karasjok,Norway
QKL,Cologne/bonn,Cologne/bonn,Germany
QKR,Kourou,Kourou,French Guiana
QKS,Busstation Airport,Keystone,United States
QKT,Kangaamuit,Kortrijk-vevelgem,Belgium
QKW,Kanazawa,Kanazawa,Japan
QKZ,Konstanz,Konstanz,Germany
QLI,Limassol,Limassol,Cyprus
QLJ,Lucerne,Lucerne,Switzerland
QLP,La Spezia,La Spezia,Italy
QLX,Lauterach,Lauterach,Austria
QME,Messina,Messina,Italy
QML,Mirpur,Mirpur,Pakistan
QMM,Marina Di Massa,Marina Di Massa,Italy
QMN,Mbabane,Mbabane,Eswatini
QMO,Mocamedes,Mocamedes,Angola
QMQ,Murzuq,Muzuq,Libya
QMR,Marsala,Marsala,Italy
QMS,Masan,Masan,South Korea
QMU,Moutiers,Moutiers,France
QMV,Montvale,Montvale,United States
QMZ,Mainz,Mainz,Germany
QNB,Anand,Anand,India
QND,Novisad,Novisad,Serbia
QNF,Faridabad,Faridabad,India
QNL,Neuilly sur Siene,Neuillysurseine,France
QNM,Suarlã©e Airport,Namur,Belgium
QNP,Ayia Napa,Ayia Napa,Cyprus
QNT,Niteroi,Niteroi,Brazil
QOC,Osasco,Osasco,Brazil
QOG,Homburg,Homburg,Germany
QOQ,Saarloq,Saarloq,Greenland
QOS,Oristano,Oristano,Italy
QOX,Memmingen,Memmingen,Germany
QPB,Campobasso,Campobasso,Italy
QPE,Petropolis,Petropolis,Brazil
QPI,Palmira,Palmira,Bolivia
QJB,Jubail,Jubail,Saudi Arabia
QLF,Lahti,Lahti,Finland
QLR,Leiria,Leiria,Portugal
QNC,Neuchatel,Neuchatel,Switzerland
QNJ,Annemasse,Annemasse,France
QPA,Padova,Padova,Italy
QPG,Paya Lebar,Singapore,Singapore
QPL,Ploiesti,Ploiesti,Romania
QQS,London Saint Pancras,Britrail Rail Zone S,United Kingdom
QQW,Waterloo,London,United Kingdom
QRG,Ragusa,Ragusa,Italy
QRH,Rotterdam Metropolitan Area,Rotterdam Metropolitan Area,Netherlands
QRL,Marbella,Marbella,Spain
QRM,Narromine,Narromine,Australia
QRR,Warren,Warren,Australia
QRV,Arras,Arras,France
QRZ,Resende,Resende,Brazil
QSO,Sousse,Sousse,Tunisia
QSQ,Sidon,Sidon,Lebanon
QSS,Sassari,Sassari,Italy
QSZ,Shizouka City,Shizouka City,Japan
QTJ,Chartres,Chartres,France
QTK,Rothenburg,Rothenburg,Germany
QTP,Tana,Tana,Norway
QTU,Itu,Itu,Brazil
QTV,Traveso,Traveso,Italy
QTW,Taejon,Taejon,South Korea
QTZ,Coatzacoalcos,Coatzacoalcos,Mexico
QUA,Puttgarden,Puttgarden,Germany
QUC,Puerto La Gruz,Puerto La Gruz,Venezuela
QUL,Ulm,Ulm,Germany
QUN,Chun Chon City,Chun Chon City,South Korea
QUQ,Caceres,Caceres,Spain
QUT,Utsunomiya,Utsunomiya,Japan
QUU,Chung Mu City,Chung Mu City,South Korea
QVA,Varese,Varese,Italy
QVD,Salo,Salo,Finland
QVE,Forssa,Forssa,Finland
QVF,Karkkila,Karkkila,Finland
QVI,Valbonne,Valbonne,France
QVK,Valkeakoski,Valkeakoski,Finland
QVM,Hameenlinna,Hameenlinna,Finland
QVN,Avellino,Avellino,Italy
QVO,Havoeysund,Havoeysund,Norway
QVS,Tervakoski,Tervakoski,Finland
QVT,Riihimaki,Riihimaki,Finland
QVU,Viru,Viru,Solomon Islands
QVV,Heinola,Heinola,Finland
QVW,Kotka,Kotka,Finland
QVY,Bus Station,Kouvola,Finland
QVZ,Hamina,Hamina,Finland
QWG,Wilgrove Air Park,Charlotte,United States
QWH,Lovelandbusstation Airport,Fortcollinsloveland,United States
QWP,Van Service,Winter Park,United States
QWT,Talavera De Reina,Talavera De Reina,Spain
QWU,Wuerzburg,Wuerzburg,Germany
QWW,Navalmoral Mata,Navalmoral Mata,Spain
QWX,Merida,Merida,Spain
QWY,Albanybus Airport,Corvallis,United States
QXB,Aixlesmilles Airport,Aixenprovence,France
QXD,Cachoeiro Itapemi,Cachoeiro Itapemi,Brazil
QXG,Angers,Angers,France
QXI,Loviisa,Loviisa,Finland
QXJ,Porvoo,Porvoo,Finland
QXP,Struga,Struga,North Macedonia
QXY,Travelocity,Travelocity,United States
QYR,Troyes,Troyes,France
QYX,Uppsalac,Uppsalac,Sweden
QZA,Zarqa,Zarqa,Jordan
QZD,Czeged,Czeged,Hungary
QZF,Font Romeu,Font Romeu,France
QZH,Les Angles,Les Angles,France
QZJ,Loimaa,Loimaa,Finland
QZN,Relizane,Relizane,Algeria
RAA,Rakanda,Rakanda,Papua New Guinea
RAD,Road Town,Tortola,Virgin Islands (British)
RAG,Raglan,Raglan,New Zealand
RAN,La Spreta,Ravenna,Italy
RAQ,Sugimanuru,Raha,Indonesia
RAU,Rangpur,Rangpur,Bangladesh
RAV,Cravo Norte,Cravonorte,Colombia
QRO,Queretaro,Queretaro,Mexico
QSF,Setif,Setif,Algeria
QSR,Salerno,Salerno,Italy
QUB,Ubari,Ubari,Libya
RAB,Tokua,Rabaul,Papua New Guinea
RAE,Arar,Arar,Saudi Arabia
RAH,Rafha,Rafha,Saudi Arabia
RAI,Francisco Mendes,Praia,Cape Verde
RAK,Menara,Marrakech,Morocco
RAM,Ramingining,Ramingining,Australia
RAO,Leite Lopes,Ribeiraopreto,Brazil
RAP,Rapid City,Rapid,United States
RAR,Rarotonga,Rarotonga,Cook Islands
RAT,Raduzhnyi,Raduzhny,Russia
QUF,Pirita Harbour,Tallinn,Estonia
RAF,Ras An Naqb,Rasannaqb,Egypt
RAW,Arawa,Arawa,Papua New Guinea
RAX,Oram,Oram,Papua New Guinea
RBC,Robinvale,Robinvale,Australia
RBF,Big Bear City,Bigbear,United States
RBG,Roseburg,Roseburg,United States
RBH,Brooks Lodge,Brookslodge,United States
RBI,Rabi,Rabi,Fiji Islands
RBJ,Rebun,Rebun,Japan
RBN,Fort Jefferson,Fort Jefferson,United States
RBO,Robore,Robore,Bolivia
RBP,Rabaraba,Rabaraba,Papua New Guinea
RBS,Orbost,Orbost,Australia
RBT,Marsabit,Marsabit,Kenya
RBU,Roebourne,Roebourne,Australia
RCM,Richmond,Richmond,Australia
RCN,American River,American River,Australia
RCP,Cinder River,Cinder Park,United States
RCT,Miller Field,Reed City,United States
RDA,Rockhampton Downs,Rockhampton Downs,Australia
RDB,Red Dog,Red Dog,United States
RDE,Merdey,Merdey,Indonesia
RDP,Kazi Nazrul Islam Airport,Durgapur,India
RDT,Richard Toll,Richardtoll,Senegal
REA,Reao,Reao,French Polynesia
RED,Mifflin County,Reedsville,United States
REH,Rehoboth Beach,Rehoboth Beach,United States
REI,Regina,Regina,French Guiana
REK,Reykjavik,Reykjavik,Iceland
REW,Rewa,Rewa,India
REZ,Resende,Resende,Brazil
RFA,Rafai,Rafai,Central African Republic
RFN,Raufarhofn,Raufarhofn,Iceland
RFR,Rio Frio,Riofrio,Costa Rica
RGE,Porgera,Porgera,Papua New Guinea
RGH,Balurghat,Balurghat,India
RGR,Ranger,Ranger,United States
RHA,Reykholar,Reykholar,Iceland
RHG,Ruhengeri,Ruhengeri,American Samoa
RHL,Roy Hill,Roy Hill,Australia
RHN,Rosh Pina,Roshpina,Namibia
RBA,Sale,Rabat,Morocco
RBB,Borba,Borba,Brazil
RBE,Ratanakiri,Ratanakiri,Cambodia
RBK,French Valley,Rancho California,United States
RBL,Fss,Red Bluff,United States
RBM,Wallmuhle,Straubing,Germany
RBR,Pres. Medici,Riobranco,Brazil
RBV,Ramata,Ramata,Solomon Islands
RBY,Ruby,Ruby,United States
RCB,Richards Bay,Richardsbay,South Africa
RCL,Redcliffe,Redcliffe,Vanuatu
RCO,Saint Agnant,Rochefort,France
RCQ,Reconquista,Reconquista,Argentina
RCS,Rochester,Rochester,United Kingdom
RCU,Rio Cuarto,Rio Cuarto,Argentina
RDC,Redencao,Redencao,Brazil
RDD,Redding,Redding,United States
RDM,Roberts Field,Redmond,United States
RDN,LTS Pulau,Redang,Malaysia
RDS,Rincon De Los Sauces,Rincon De Los Sauces,Argentina
RDU,Raleigh,Raleighdurham,United States
RDZ,Marcillac,Rodez,France
REC,Guararapes Intl,Recife,Brazil
REG,Tito Menniti,Reggiodicalabria,Italy
REL,Trelew,Trelew,Argentina
REN,Orenburg,Orenburg,Russia
REP,Siem Reap,Siem Reap,Cambodia
RES,Resistencia,Resistencia,Argentina
RET,Stolport,Rost,Norway
REU,Reus,Reus,Spain
REX,Gen Lucio Blanco,Reynosa,Mexico
REY,Reyes,Reyes,Bolivia
RFP,Raiatea,Raiatea,French Polynesia
RFS,Rosita,Rosita,Nicaragua
RGA,Rio Grande,Rio Grande,Argentina
RGI,Rangiroa,Rangiroa,French Polynesia
RGK,Gorno Altaysk,Gorno Altaysk,Russia
RGN,Mingaladon,Yangon,Myanmar
RGS,Burgos,Burgos,Spain
RGT,Japura,Rengat,Indonesia
RHD,Rio Hondo,Rio Hondo,Argentina
RHE,Reims,Reims,France
RHI,Oneida County,Rhinelander,United States
RDV,Red Devil,Reddevil,United States
RHV,Reid hillview,San Jose,United States
RID,Richmond,Richmond,United States
RIE,Rice Lake,Ricelake,United States
RIF,Reynolds,Richfield,United States
RIJ,Rioja,Rioja,Peru
RIK,Carrillo,Carrillo,Costa Rica
RIM,Rodriguez De Mendoza,Rodriguez De Mendoza,Peru
RIO,Rio De Janeiro,Riodejaneiro,Brazil
RIT,Rio Tigre,Riotigre,Panama
RIZ,Rio Alzucar,Rio Alzucar,Panama
RJB,Rajbiraj,Rajbiraj,Nepal
RJI,Rajouri,Rajouri,India
RKI,Rokot,Rokot,Indonesia
RKO,Sipora,Sipora,Indonesia
RKU,Kairuku,Yuleisland,Papua New Guinea
RKW,Rockwood,Rockwood,United States
RKY,Rokeby,Rokeby,Australia
RLA,National,Rolla,United States
RLD,Richland,Richland,United States
RLP,Rosella Plains,Rosella Plains,Australia
RLT,Arlit,Arlit,Niger
RLU,Upper,Bornite,United States
RMB,Buraimi,Buraimi,Oman
RMD,Ramagundam,Ramagundam,India
RMN,Rumginae,Rumginae,Papua New Guinea
RMT,Rimatara,Rimatara,French Polynesia
RNC,Warren County,McMinnville,United States
RNG,Rangely,Rangely,United States
RNH,New Richmond,New Richmond,United States
RNR,Robinson River,Robinsonriver,Papua New Guinea
RNU,Ranau,Ranau,Malaysia
RNZ,Rensselaer,Rensselaer,United States
ROG,Rogers,Rogers,United States
ROH,Robinhood,Robinhood,Australia
ROL,Roosevelt,Roosevelt,United States
ROM,Rome,Rome,Italy
RON,Rondon,Rondon,Colombia
RIA,Base Aerea De Santa Maria,Santamaria,Brazil
RIB,Gen Buech,Riberalta,Bolivia
RIC,Richmond,Richmond,United States
RIN,Ringi Cove,Ringicove,Solomon Islands
RIS,Rishiri,Rishiri,Japan
RIW,Riverton,Riverton,United States
RIX,Riga,Riga,Latvia
RIY,Mukalla,Mukalla,Yemen
RJA,Rajahmundry,Rajahmundry,India
RJK,Rijeka,Rijeka,Croatia
RJL,Agoncillo,Logrono,Spain
RJN,Rafsanjan,Rafsanjan,Iran
RKD,Knox County Regional,Rockland,United States
RKH,Rock Hill,Rock Hill,United States
RKP,Aransas County,Rockport,United States
RKS,Sweetwater County,Rocksprings,United States
RKT,Ras Al Khaimah,Rasalkhaimah,United Arab Emirates
RKV,Keflavik,Reykjavik,Iceland
RLG,Laage,Rostock,Germany
RMF,Marsa Alam,Marsaalam,Egypt
RMG,Richard B Russell,Rome,United States
RMI,Miramare,Rimini,Italy
RML,Ratmalana,Colombo,Sri Lanka
RMQ,Chingchuankang,Taichung,China
RMS,Ramstein,Ramstein,Germany
RNA,Ulawa Airport,Arona,Solomon Islands
RNB,Kallinge,Ronneby/karlskrona,Sweden
RNI,Corn Island,Cornisland,Nicaragua
RNJ,Yoronjima,Yoronjima,Japan
RNL,Rennell,Rennell,Solomon Islands
RNN,Bornholm,Bornholm,Denmark
RNO,Reno,Reno,United States
RNT,Renton,Renton,United States
ROA,Regional Airport,Roanoke,United States
ROB,Roberts Intl,Monrovia,Liberia
ROD,Robertson,Robertson,South Africa
ROI,Roi Et,Roietmuang,Thailand
ROK,Rockhampton,Rockhampton,Australia
ROO,Rondonopolis,Rondonopolis,Brazil
ROP,Rota,Rota,Northern Mariana Islands
ROS,Fisherton,Rosario,Argentina
ROT,Rotorua,Rotorua,New Zealand
RIG,Rio Grande,Rio Grande,Brazil
RMP,Rampart,Rampart,United States
RNP,Rongelap,Rongelapisland,Marshall Islands
ROU,Rousse,Ruse,Bulgaria
ROX,Roseau,Roseau,United States
ROY,Rio Mayo,Riomayo,Argentina
RPA,Rolpa,Rolpa,Nepal
RPM,Ngukurr,Ngukurr,Australia
RPV,Roper Valley,Roper Valley,Australia
RRE,Marree,Marree,Australia
RRI,Barora,Barora,Solomon Islands
RRL,Merrill,Merrill,United States
RRM,Marromeu,Marromeu,Mozambique
RRN,Serra Norte,Serranorte,Brazil
RRO,Sorrento,Sorrento,Italy
RRR,Raroia,Raroia,French Polynesia
RRT,Warroad,Warroad,United States
RRV,Robinson River,Robinson River,Australia
RSB,Roseberth,Roseberth,Australia
RSE,Rose Bay,Sydney,Australia
RSG,Serra Pelada,Serra Pelada,Brazil
RSI,Rio Sidra,Rio Sidra,Panama
RSK,Ransiki,Ransiki,Indonesia
RSN,Ruston,Ruston,United States
RSX,Rouses Point,Rouses Point,United States
RTC,Ratnagiri,Ratnagiri,India
RTD,Rotunda,Rotunda,United States
RTE,Marguerite Bay,Marguerite Bay,United States
RTI,Roti,Roti,Indonesia
RTN,Crews Field,Raton,United States
RTP,Rutland Plains,Rutland Plains,Australia
RTY,Merty,Merty,Australia
RUF,Yuruf,Yuruf,Indonesia
RUG,Rugao,Rugao,China
RUP,Rupsi,Rupsi,India
RUR,Rurutu,Rurutu,French Polynesia
RUU,Ruti,Ruti,Papua New Guinea
RUV,Rubelsanto,Rubelsanto,Guatemala
RUY,Ruinas de Copan,Ruinas de Copan,Honduras
RVC,Rivercess,Rivercess,Liberia
RVO,Reivilo,Reivilo,South Africa
RVR,Green River,Green River,United States
RWB,Rowan Bay,Rowan Bay,United States
RWF,Muni,Redwood Falls,United States
RWP,Rawalpindi,Rawalpindi,Pakistan
RWS,Sumare,Sumare,Brazil
RXA,Raudha,Raudha,Yemen
RZN,Ryazan,Ryazan,Russia
ROW,Industrial,Roosevelt,United States
RPN,Rosh Pina,Roshpina,Israel
RPR,Raipur,Raipur,India
RRG,Rodrigues Island,Rodriguesis,Mauritius
RRK,Rourkela,Rourkela,India
RRS,Roros,Roros,Norway
RSD,S Eleuthera,Rocksound,The Bahamas
RSH,Russian Airport,Russianmission,United States
RSS,Roseires,Damazin,Sudan
RSU,Yeosu,Yeosu,South Korea
RSW,Southwest Florida Reg,Fortmyers,United States
RTA,Rotuma Island,Rotumaisland,Fiji Islands
RTB,Roatan,Roatan,Honduras
RTG,Ruteng,Ruteng,Indonesia
RTS,Rottnest Island,Rottnest Island,Australia
RTW,Saratov,Saratov,Russia
RUA,Arua,Arua,Uganda
RUD,Shahrud,Shahrud,Iran
RUH,King Khaled Intl,Riyadh,Saudi Arabia
RUK,Rukumkot,Rukumkot,Nepal
RUM,Rumjatar,Rumjatar,Nepal
RUN,Gillot,Saintdenisreunion,Reunion
RUS,Marau Sound,Marausound,Solomon Islands
RVA,Farafangana,Farafangana,Madagascar
RVD,Rio Verde,Rio Verde,Brazil
RVE,Los Colonizadores,Saravena,Colombia
RVK,Ryumsjoen,Rorvik,Norway
RVN,Rovaniemi,Rovaniemi,Finland
RVV,Raivavae,Rairua,French Polynesia
RVY,Rivera,Rivera,Uruguay
RWI,Rocky Mount wilson,Rockymount,United States
RWL,Rawlins,Rawlins,United States
RWN,Rovno,Rivne,Ukraine
RYB,Rybinsk,Rybinsk,Russia
RYG,Mossrygge Airport,Oslo,Norway
RYK,Rahim Yar Khan,Rahimyarkhan,Pakistan
RYN,Medis,Royan,France
RZE,Jasionka,Rzeszow,Poland
RRA,Ronda,Ronda,Spain
RQY,Shivamogga Domestic Airport,Shivamogga,India
